title,platform,platforms_available,appId,store_url,genre,contentRating,score,free,price,offersIAP,IAPRange,installs,developer,developerWebsite,privacyPolicy,released,updated,app_type,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
J.AI - AI Roleplay Chat,android,android,com.aichatbot2cai.characterai.gp,https://play.google.com/store/apps/details?id=com.aichatbot2cai.characterai.gp&hl=en&gl=us,Entertainment,Teen,3.2857144,TRUE,0,TRUE,$4.99 - $169.99 per item,"10,000+",AI  labs,http://chatgoai.cc,https://www.termsfeed.com/live/dea3ef88-51dd-4ab9-a1d4-510be6e9dce5,23-Dec-24,1.78E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Ask AI ChatBot: Assistant Chat,android,android,com.ai.ask.chat.chatgpt.chatbot,https://play.google.com/store/apps/details?id=com.ai.ask.chat.chatgpt.chatbot&hl=en&gl=us,Productivity,Everyone,4.6732674,TRUE,0,TRUE,$0.99 - $99.99 per item,"1,000,000+",Firehawk,https://firehawk.ai/askai,https://firehawk.ai/askai/privacy/,31-Aug-23,1.77E+12,general_purpose,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium AI models",$9.99/month,en
Babol AI: Anime Character Chat,android,android,com.babolai.chat,https://play.google.com/store/apps/details?id=com.babolai.chat&hl=en&gl=us,Entertainment,Mature 17+,4,TRUE,0,TRUE,$1.99 - $49.99 per item,"100,000+",Anime Roleplay World,,https://www.babol.club/privacypolicy.html,17-Sep-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Next AI - No limit to ask,android,android,gpt.ai.chat,https://play.google.com/store/apps/details?id=gpt.ai.chat&hl=en&gl=us,Productivity,Everyone,3.12,TRUE,0,TRUE,$0.99 - $89.99 per item,"500,000+","GPT AI Technology Co., Ltd.",http://api.aizhuandaqian.com/,https://www.oknextai.com:443/privacy_policy.html,17-Oct-23,1.77E+12,general_purpose,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium AI models",$9.99/month,en
MeetX AI: Happy Chat Anytime,android,android,com.chatnow.meetx,https://play.google.com/store/apps/details?id=com.chatnow.meetx&hl=en&gl=us,Entertainment,Mature 17+,4.12,TRUE,0,TRUE,$1.99 - $49.99 per item,"50,000+",Make AI Meta World,,https://www.meetx.online/privacypolice.html,13-Oct-25,1.76E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Hey Love Adam: Texting Game,android,android,com.nutnut.heyloveadam,https://play.google.com/store/apps/details?id=com.nutnut.heyloveadam&hl=en&gl=us,Simulation,Teen,4.489992,TRUE,0,TRUE,$2.99 - $11.99 per item,"1,000,000+",nutnut,https://nutnut-games.com/,https://nutnut-games.com/privacy-policy/,19-Nov-17,1.76E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
TruMate-Character AI & Story,android,android,com.aimate.boochat,https://play.google.com/store/apps/details?id=com.aimate.boochat&hl=en&gl=us,Entertainment,Mature 17+,4.2212768,TRUE,0,TRUE,$1.99 - $369.99 per item,"500,000+",Selfie Camera & Photo Editor & Beauty Snap,,https://res.ufotosoft.com/aboutus/src/boochat_privacy.html,11-May-24,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
AI Chat・Ask Chatbot Assistant,android,android,com.mlink.ai.chat.assistant.robot,https://play.google.com/store/apps/details?id=com.mlink.ai.chat.assistant.robot&hl=en&gl=us,Productivity,Everyone,4.5242896,TRUE,0,TRUE,$3.99 - $199.99 per item,"10,000,000+",AI Chat Studio,https://aichat.emoji-keyboard.com/,https://aichat.emoji-keyboard.com/privacy.html,14-Apr-23,1.78E+12,general_purpose,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium AI models",$9.99/month,en
Moescape - Character AI & Art,android,android+ios,ai.moescape.android,https://play.google.com/store/apps/details?id=ai.moescape.android&hl=en&gl=us,Entertainment,Teen,4.25,TRUE,0,TRUE,$4.99 - $359.99 per item,"500,000+",Moescape,https://moescape.ai,https://moescape.ai/privacy-policy/,23-Sep-24,1.77E+12,mixed,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, premium characters, advanced AI",$9.99/month,en
OPPAYA: AI Virtual Idol Chat,android,android,app.oppaya.kpop_idol_chat_oppaya_app,https://play.google.com/store/apps/details?id=app.oppaya.kpop_idol_chat_oppaya_app&hl=en&gl=us,Entertainment,Mature 17+,4.6666665,TRUE,0,TRUE,$0.99 - $89.99 per item,"10,000+",Oppa Limited,https://oppaya.app/,https://oppaya.app/privacy,21-Nov-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Melia-Soulmate AI Friend,android,android,com.melia.chataiapp,https://play.google.com/store/apps/details?id=com.melia.chataiapp&hl=en&gl=us,Entertainment,Mature 17+,3.8529413,TRUE,0,TRUE,$2.49 - $109.99 per item,"500,000+",KHOLOUD ALSARKHI,https://www.meliappchat.com,https://www.meliappchat.com/privacy.html,19-Feb-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Neverending: AI Challenge,android,android,neverending.ai.challenge.neverending,https://play.google.com/store/apps/details?id=neverending.ai.challenge.neverending&hl=en&gl=us,Role Playing,Mature 17+,2.70015,TRUE,0,TRUE,$0.99 - $129.99 per item,"500,000+",APPFACTORY GLOBAL PTE. LTD.,https://neverending-challenge.netlify.app,https://neverending-challenge.netlify.app/privacy-policy,20-Mar-25,1.78E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
"Pi, your personal AI",android,android+ios,ai.inflection.pi,https://play.google.com/store/apps/details?id=ai.inflection.pi&hl=en&gl=us,Lifestyle,Teen,3.2337663,TRUE,0,FALSE,,"500,000+",Inflection AI,https://pi.ai/,https://pi.ai/policy#privacy,20-Dec-23,1.78E+12,mixed,TRUE,https://pi.ai,FALSE,,FALSE,,FALSE,TRUE,no paid tier,free,en
Souleasy: AI Chat & Roleplay,android,android,com.healing.souleasy.aicharacter,https://play.google.com/store/apps/details?id=com.healing.souleasy.aicharacter&hl=en&gl=us,Entertainment,Mature 17+,2,TRUE,0,TRUE,$4.99 - $69.99 per item,"100,000+",Souleasy,https://www.souleasy.ai,https://www.souleasy.ai/Privacy-Policy.html,29-Jul-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Merlin AI: AI Chat Assistant,android,android+ios,com.foyer.merlin,https://play.google.com/store/apps/details?id=com.foyer.merlin&hl=en&gl=us,Productivity,Everyone,4.2,TRUE,0,TRUE,$3.49 - $499.99 per item,"500,000+",Merlin AI,https://www.getmerlin.in,https://www.getmerlin.in/privacy-policy,22-Aug-23,1.77E+12,general_purpose,TRUE,https://www.getmerlin.in,TRUE,"email/password, Google",FALSE,,TRUE,FALSE,"unlimited AI chat, image gen, web access, all models",$14.99/month,"en, es, fr, de, ja"
Deep Think - AI Seek Chatbot,android,android,ai.chatbot.ask.chat.deep.seek.assistant.search.free,https://play.google.com/store/apps/details?id=ai.chatbot.ask.chat.deep.seek.assistant.search.free&hl=en&gl=us,Productivity,Everyone,4.5321636,TRUE,0,TRUE,$6.99 - $99.99 per item,"1,000,000+",Guru AI Lab,https://seek.thebetter.ai/,https://seek.thebetter.ai/policy.html,22-Jan-25,1.77E+12,general_purpose,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium AI models",$9.99/month,en
AI Chatbot: Pixi,android,android,ai.forty4pixels.chat,https://play.google.com/store/apps/details?id=ai.forty4pixels.chat&hl=en&gl=us,Productivity,Everyone,4.397059,TRUE,0,TRUE,$1.99 - $69.99 per item,"100,000+",44pixels,,https://44pixels.ai/privacy,10-Feb-25,1.75E+12,general_purpose,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium AI models",$9.99/month,en
Melon AI：AI Roleplay Chat,android,android,com.melonai.rolechat,https://play.google.com/store/apps/details?id=com.melonai.rolechat&hl=en&gl=us,Entertainment,Mature 17+,4.43,TRUE,0,TRUE,$1.99 - $49.99 per item,"100,000+",WhatsDeleted Team,,https://www.melonex.xyz/privacypolicy.html,29-Sep-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Animal Boyfriend,android,android+ios,jp.ne.ambition.googleplay_gijin_glb,https://play.google.com/store/apps/details?id=jp.ne.ambition.googleplay_gijin_glb&hl=en&gl=us,Simulation,Everyone,3.6484017,TRUE,0,TRUE,$0.99 - $69.49 per item,"500,000+","Ambition co., ltd.",http://www.ambition.ne.jp/en/,http://gijin.jp/global/parts/privacy.html,14-Jul-14,1.76E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Character.Me: AI Roleplay Chat,android,android,com.wuz3470z.characterpro,https://play.google.com/store/apps/details?id=com.wuz3470z.characterpro&hl=en&gl=us,Personalization,Mature 17+,4.1306534,TRUE,0,TRUE,$1.99 - $99.99 per item,"500,000+",AI CODE,https://d3azr7le5k4l2h.cloudfront.net/app-ads.txt,https://ch.characterpro.xyz/c/Character.Me/privacy-policy.html,25-Feb-24,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Call Boy Friend,android,android,talking.toy.funny.callboy,https://play.google.com/store/apps/details?id=talking.toy.funny.callboy&hl=en&gl=us,Entertainment,Everyone,3.7,TRUE,0,TRUE,$3.99 - $39.99 per item,"50,000+",Funny Talking,,https://funny-talking.com/privacy-policy,04-Sep-23,1.76E+12,mixed,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, premium characters, advanced AI",$9.99/month,en
Sammi: AI Girlfriend,android,android,com.joyfun.sammi.aifriend,https://play.google.com/store/apps/details?id=com.joyfun.sammi.aifriend&hl=en&gl=us,Entertainment,Teen,3.1818182,TRUE,0,TRUE,$2.99 - $29.99 per item,"10,000+",Joy Fun,,https://sites.google.com/view/sammi-ai-girlfriend/home,29-May-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Trend AI - Happy Chat Anytime,android,android,com.sabuj.roy.kumar.trendai,https://play.google.com/store/apps/details?id=com.sabuj.roy.kumar.trendai&hl=en&gl=us,Entertainment,Mature 17+,4.599291,TRUE,0,TRUE,$1.99 - $54.99 per item,"100,000+",Sobuj Roy,https://www.trendai.top/,https://www.trendai.top/privacy-policy.html,22-Aug-24,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
AI Chat - AI Chatbot Assistant,android,android,ai.chat.gpt.app,https://play.google.com/store/apps/details?id=ai.chat.gpt.app&hl=en&gl=us,Tools,Everyone,4.4558825,TRUE,0,TRUE,$6.49 - $69.99 per item,"1,000,000+",Sage AI,https://ai-assistant-2-aea6a.web.app/,https://chatgptandroid.com/privacy_policy.html,26-Feb-23,1.77E+12,general_purpose,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium AI models",$9.99/month,en
FantaSky: Character AI Chatbot,android,android,com.aigc.ushow.fantasky,https://play.google.com/store/apps/details?id=com.aigc.ushow.fantasky&hl=en&gl=us,Social,Mature 17+,3.7826087,TRUE,0,TRUE,$1.99 - $99.99 per item,"5,000+",Skywork AI Pte. Ltd.,,https://m.linke.ai/privacyPolicy,17-Mar-24,1.74E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Dippy-AI Characters & Roleplay,android,android+ios,com.tryimpel.dippy,https://play.google.com/store/apps/details?id=com.tryimpel.dippy&hl=en&gl=us,Entertainment,Mature 17+,3.58,TRUE,0,TRUE,$0.99 - $199.99 per item,"1,000,000+","impel intelligence, Inc",https://www.dippy.ai/,https://www.dippy.ai/privacy,10-Jul-24,1.78E+12,companion,TRUE,https://www.dippy.ai,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messages, advanced memory, voice, photo sharing, NSFW",$9.99/month,en
Soulmate AI:Chat with Friends,android,android,com.cupid.soulmate.pouter,https://play.google.com/store/apps/details?id=com.cupid.soulmate.pouter&hl=en&gl=us,Entertainment,Teen,3.8863637,TRUE,0,TRUE,$0.99 - $149.99 per item,"50,000+",RUITA LIMITED,https://deeprpg.ai,https://ruita.cc/privacy.html,21-Nov-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Amigo AI - Face Swap Camera,android,android,io.amigoai.amigo,https://play.google.com/store/apps/details?id=io.amigoai.amigo&hl=en&gl=us,Social,Mature 17+,3.1578948,TRUE,0,TRUE,$0.99 - $179.99 per item,"100,000+","Amigos AI, Inc",https://www.amigoai.io,https://www.amigoai.io/privacy-policy,01-Dec-24,1.78E+12,other,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium tools",$4.99/month,en
Otherhalf: AI Anime Friend,android,android,com.azimov.otherhalf,https://play.google.com/store/apps/details?id=com.azimov.otherhalf&hl=en&gl=us,Entertainment,Mature 17+,,TRUE,0,TRUE,$0.99 - $299.99 per item,"100,000+","Azimov, Inc",https://otherhalf.ai,https://otherhalf.ai/policy,,1.78E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Sweet AI - Chat Dreams,android,android,io.sweet.ai.girlfriend.app,https://play.google.com/store/apps/details?id=io.sweet.ai.girlfriend.app&hl=en&gl=us,Entertainment,Mature 17+,4.2786884,TRUE,0,TRUE,$3.49 - $99.99 per item,"100,000+","AirBeet, Life Changing Platform",https://www.sweetchatai.com,https://www.sweetchatai.com/privacy_policy.html,30-Apr-25,1.75E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Al Girlfriend and Boyfriend,android,android,com.zoraaioficial,https://play.google.com/store/apps/details?id=com.zoraaioficial&hl=en&gl=us,Entertainment,Everyone,,TRUE,0,TRUE,$4.99 - $69.99 per item,10+,Controle o Bruxismo e a Ansiedade,,https://zoraaioficial.blogspot.com/2026/02/privacy-policy-zora-ai.html,,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Heartsy: Flirty Friend AI Chat,android,android,com.grumpymonkey.talkieHeart,https://play.google.com/store/apps/details?id=com.grumpymonkey.talkieHeart&hl=en&gl=us,Lifestyle,Teen,0,TRUE,0,TRUE,$0.99 - $59.99 per item,"1,000+",Grumpy Monkey,https://grumpy-monkey-dev.web.app,https://grumpy-monkey-dev.web.app/#/privacy,12-Dec-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Nina AI: Chat with Characters,android,android,com.krushaichat.roleplay2025,https://play.google.com/store/apps/details?id=com.krushaichat.roleplay2025&hl=en&gl=us,Entertainment,Mature 17+,3.7920792,TRUE,0,TRUE,$1.99 - $49.99 per item,"100,000+",Fantasy Myth AI,,https://www.krushpro.xyz/privacypolicy.html,01-Sep-25,1.76E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Sweet AI - Virtual Companion,android,android,com.mxxtech.sweetai,https://play.google.com/store/apps/details?id=com.mxxtech.sweetai&hl=en&gl=us,Tools,Mature 17+,3.9179487,TRUE,0,TRUE,$0.99 - $69.99 per item,"10,000,000+",SmartXLib,https://smartxlib.com/,https://sites.google.com/view/sweet-ai/privacy-policy,05-Jun-24,1.78E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
AI Photo Generator - Couple,android,android,com.ai.couple.photo,https://play.google.com/store/apps/details?id=com.ai.couple.photo&hl=en&gl=us,Photography,Everyone,2.88,TRUE,0,TRUE,$0.49 - $19.99 per item,"100,000+",Lnx Cloud Technology,https://lnxct.com/,https://lnxct.com/AICouplePhotoTermsConditionsAndPrivacyPolicy.txt,05-May-25,1.77E+12,other,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium tools",$4.99/month,en
Chara - Any chat you want,android,android,com.chara.charaai,https://play.google.com/store/apps/details?id=com.chara.charaai&hl=en&gl=us,Entertainment,Teen,3,TRUE,0,TRUE,$23.99 - $41.99 per item,"100,000+",포키,,https://info-rg2ye5yhza-du.a.run.app/en/privacy-policy,14-Oct-24,1.78E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Date.AI - Virtual Lovers,android,android+ios,com.dateai,https://play.google.com/store/apps/details?id=com.dateai&hl=en&gl=us,Simulation,Mature 17+,4.529412,TRUE,0,TRUE,$0.49 - $54.99 per item,"100,000+",Aplicativo Date Ia Entretenimento,http://dev12br.com,https://dev12br.com/dateai/privacy-policy,01-Jul-24,1.78E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
AI Speech Chatbot Text & Voice,android,android,com.KalromSystems.AIVoiceChatOpenWisdom,https://play.google.com/store/apps/details?id=com.KalromSystems.AIVoiceChatOpenWisdom&hl=en&gl=us,Productivity,Everyone,4.74,TRUE,0,TRUE,$0.99 - $99.99 per item,"500,000+",TarrySoft,https://kigelapps.com/aispeechchatbot,https://kigelapps.com/aispeechchatbot/privacy/,27-May-23,1.76E+12,general_purpose,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium AI models",$9.99/month,en
SugarGF-Your Soulful Chat,android,android,com.magic.emily.suite,https://play.google.com/store/apps/details?id=com.magic.emily.suite&hl=en&gl=us,Entertainment,Mature 17+,4.7029705,TRUE,0,TRUE,$3.49 - $99.99 per item,"10,000+",Hoga Live,https://www.emily-soul-chat.com,https://www.emily-soul-chat.com/privacy-policy.html,08-Jan-26,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Wink AI: Your AI GF,android,android,com.winksay.up,https://play.google.com/store/apps/details?id=com.winksay.up&hl=en&gl=us,Entertainment,Everyone 10+,3.68,TRUE,0,TRUE,$6.99 - $109.99 per item,"100,000+",alphasnap studio,,https://sites.google.com/view/ojbkapp/support/privacy-policy,07-Nov-24,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Popia - AI Roleplay & Stories,android,android,com.popia.app,https://play.google.com/store/apps/details?id=com.popia.app&hl=en&gl=us,Entertainment,Everyone,3.0652175,TRUE,0,TRUE,$1.99 - $99.99 per item,"10,000+",Yuanshi Innovation Tech Limited,,https://www.popia.app/legal/en/privacy,19-Feb-26,1.78E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
SoundHound Chat AI App,android,android,com.hound.android.app,https://play.google.com/store/apps/details?id=com.hound.android.app&hl=en&gl=us,Productivity,Teen,3.821229,TRUE,0,TRUE,$0.99 - $19.99 per item,"1,000,000+",SoundHound Inc.,http://www.soundhound.com/soundhound-chat-ai/,https://www.soundhound.com/privacy-policy/,02-Jun-15,1.76E+12,general_purpose,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium AI models",$9.99/month,en
Joyland:Chat with AI Character,android,android,com.joyland.ai,https://play.google.com/store/apps/details?id=com.joyland.ai&hl=en&gl=us,Entertainment,Mature 17+,2.5148516,TRUE,0,TRUE,$9.99 - $94.99 per item,"100,000+",MINDZEN AI,,https://www.joyland.ai/document/privacy,27-Dec-23,1.77E+12,companion,TRUE,https://joyland.ai,TRUE,"email/password, Google",TRUE,self-declaration,TRUE,FALSE,"unlimited messages, voice, premium characters, NSFW content",$9.99/month,"en, zh, ja"
Gemmy AI: Chat & Assistant,android,android,com.jetkite.gemmy,https://play.google.com/store/apps/details?id=com.jetkite.gemmy&hl=en&gl=us,Productivity,Everyone,4.5947714,TRUE,0,TRUE,$4.99 - $149.99 per item,"5,000,000+",Jetkite,https://jetkite.com,https://jetkite.com/privacy_policy/en,14-Feb-24,1.78E+12,general_purpose,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium AI models",$9.99/month,en
Wysa: Mental Wellbeing AI,android,android,bot.touchkin,https://play.google.com/store/apps/details?id=bot.touchkin&hl=en&gl=us,Health & Fitness,Everyone,4.5457587,TRUE,0,TRUE,$0.99 - $239.99 per item,"1,000,000+",Touchkin,https://www.wysa.com,https://legal.wysa.io/privacy-policy,06-Oct-16,1.78E+12,other,TRUE,https://www.wysa.com,TRUE,email/password,TRUE,self-declaration,TRUE,FALSE,"unlimited CBT exercises, therapist access, progress tracking",$29.99/month,"en, hi, te, ta, mr, bn, gu, kn, pa, ml"
Sakura - Chat with AI Bots,android,android+ios,fm.sakura.app,https://play.google.com/store/apps/details?id=fm.sakura.app&hl=en&gl=us,Entertainment,Mature 17+,4.7148676,TRUE,0,TRUE,$5.00 - $274.99 per item,"500,000+","Sakura AI, LLC",,https://www.sakura.fm/privacy,25-Sep-23,1.74E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
"Sweets AI: Chat, Play, Connect",android,android,com.aichat.sweetsai2025,https://play.google.com/store/apps/details?id=com.aichat.sweetsai2025&hl=en&gl=us,Entertainment,Mature 17+,3.710145,TRUE,0,TRUE,$1.99 - $49.99 per item,"10,000+",Price gaming,,https://www.sweetspro.xyz/privacypolicy.html,12-Dec-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
My Bunny: AI Anime Mate,android,android,com.roleplayaichat.mybunny,https://play.google.com/store/apps/details?id=com.roleplayaichat.mybunny&hl=en&gl=us,Entertainment,Mature 17+,3.79,TRUE,0,TRUE,$1.99 - $49.99 per item,"100,000+",App Center 2024,https://www.mybunny.life,https://www.mybunny.life/privacypolicy.html,23-Jun-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Lovinn: Real AI Companion,android,android+ios,com.arclair.lovinn,https://play.google.com/store/apps/details?id=com.arclair.lovinn&hl=en&gl=us,Dating,Mature 17+,0,TRUE,0,TRUE,$0.99 - $299.99 per item,"1,000+",Arclair Inc.,https://lovinn.arclair.com,https://arclair.com/privacy?app=lovinn,24-Dec-25,1.78E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Chatter: Chat with AI Friends,android,android,ai.connectplex.chatter,https://play.google.com/store/apps/details?id=ai.connectplex.chatter&hl=en&gl=us,Entertainment,Everyone,4.3333335,TRUE,0,FALSE,,"10,000+",Pegasus InfoCorp,https://chatterapp.ai,https://chatterapp.ai/privacy,08-Dec-23,1.74E+12,mixed,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, premium characters, advanced AI",$9.99/month,en
Carter Chat: Viral AI Chat App,android,android,com.carterchat.carterchatapp,https://play.google.com/store/apps/details?id=com.carterchat.carterchatapp&hl=en&gl=us,Entertainment,Mature 17+,3.34,TRUE,0,TRUE,$1.99 - $74.99 per item,"100,000+",CarterLabsLtd,https://carter.chat,https://www.carter.chat/docs/privacy-and-cookies-policy.md,26-Nov-24,1.76E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Soda AI,android,android,com.sodaai.jrtech,https://play.google.com/store/apps/details?id=com.sodaai.jrtech&hl=en&gl=us,Entertainment,Everyone,2.25,TRUE,0,TRUE,$1.99 - $249.99 per item,"10,000+",NOVANEST AI,https://evaaichat.com,https://evaaichat.com/st/pg/sodaai_privacy.html,10-Jul-25,1.77E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Intima AI - Chai Alternative,android,android,com.yaar.ai,https://play.google.com/store/apps/details?id=com.yaar.ai&hl=en&gl=us,Entertainment,Mature 17+,0,TRUE,0,TRUE,$0.99 - $49.99 per item,"1,000+",Gamerx Inc,https://yaar-pro.web.app/,https://yaar-pro.web.app/privacy.html,27-Oct-25,1.78E+12,companion,FALSE,,TRUE,"email/password, Google, Apple",TRUE,self-declaration,TRUE,FALSE,"unlimited messaging, voice calls, premium characters",$9.99/month,en
AI Anime Drawing - Wallpaper,ios,ios,com.tolunaykan.StabAi,https://apps.apple.com/us/app/ai-anime-drawing-wallpaper/id6466212854?uo=4,Photo & Video,4+,4.16,TRUE,0,,,,Tolunay Kandirmaz,https://tolunaykan.github.io,,2023-09-17T07:00:00Z,2025-06-17T20:29:07Z,other,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium tools",$4.99/month,EN
Question.AI-Math Calculator,ios,ios,com.qianfan.aihomework,https://apps.apple.com/us/app/question-ai-math-calculator/id6449486871?uo=4,Education,4+,4.70003,TRUE,0,,,,3HOUSE,https://www.questionai.com/,,2023-05-30T07:00:00Z,2026-04-07T07:35:48Z,other,FALSE,,TRUE,"email/password, Google, Apple",FALSE,,FALSE,FALSE,"extended usage, premium tools",$4.99/month,"AR, NL, EN, FR, DE, ID, IT, JA, KO, MS, PT, RU, ES, ZH, VI"
